ingredient_id,co2_per_kg,water_L_per_kg,energy_MJ_per_kg
ingredient:sandwich_made_with_wholemeal_loaf_bread_tuna_raw_vegetables_and_mayonnaise,5.3894198186829,0.8222771055000001,44.1
ingredient:sandwich_made_with_loaf_bread_various_filling,5.137222869041899,0.9640478495,37.6
ingredient:sandwich_made_with_panini_bread_raw_cured_ham_mozzarella_cheese_and_tomato,8.828187469496898,1.0634973815,47.8
ingredient:canapes,3.5173857940069,0.4662845634999999,25.5
ingredient:wheat_tortilla_wrap_filled_with_soybased_vegetarian,3.283356023269,1.328451629,58.9
ingredient:broth_stock_or_bouillon_beef,0.2264771652009,0.052300638929,2.32
ingredient:broth_stock_or_bouillon_vegetables,0.2004886399077,0.0749566238889999,2.58
ingredient:broth_stock_or_bouillon_poultry,0.2052059322772,0.0769084338589999,2.26
ingredient:soup_carrots_prepacked_to_be_reheated,0.9219127903545,0.2282641111,16.6
ingredient:soup_tomato_and_vermicelli_dehydrated_and_reconstituted,1.0864885840762402,0.36883367997,38.9
ingredient:soup_tomatoes_and_vermicelli_prepacked_to_be_reheated,1.1902012675705005,0.3605569066,18.7
ingredient:soup_tomatoes_dehydrated_and_reconstituted,0.75084803857324,0.15830706097,36.6
ingredient:soup_tomatoes_prepacked_to_be_reheated,0.8550235188615,0.1499835410999999,16.4
ingredient:soup_chicken_and_vegetables_dehydrated_and_reconstituted,0.2798809370302399,0.17992083587,2.97
ingredient:soup_chicken_and_vegetables_prepacked_to_be_reheated,0.2798809370302399,0.17992083587,2.97
ingredient:soup_chicken_and_vermicelli_dehydrated_and_reconstituted,1.7183652795272395,0.63747359257,41.5
ingredient:soup_chicken_and_vermicelli_prepacked_to_be_reheated,1.8211481187305,0.6292564845999999,21.3
ingredient:soup_onions_dehydrated_and_reconstituted,4.533177449732239,2.32871002167,52.8
ingredient:soup_onions_prepacked_to_be_reheated,4.636963058848498,2.3208684876000003,32.6
ingredient:soup_asianstyle_with_noodles_dehydrated_and_reconstituted,18.98169666447624,77.33620673647002,138.0
ingredient:soup_asianstyle_with_noodles_prepacked_to_be_reheated,19.8866343037485,77.5442240566,125.0
ingredient:soup_watercress_dehydrated_and_reconstituted,1.03591440619884,0.21670821877,37.7
ingredient:soup_watercress_prepacked_to_be_reheated,1.1387214383045,0.2083976678,17.6
ingredient:soup_pistou_dehydrated_and_reconstituted,0.9471354598012404,1.17861415897,37.9
ingredient:soup_pistou_prepacked_to_be_reheated,1.0517327277884998,1.1705171526,17.8
ingredient:soup_pumpkin_dehydrated_and_reconstituted,1.4443826770492398,0.35654355847,39.6
ingredient:soup_pumpkin_prepacked_to_be_reheated,1.5484351711165,0.3482640605999999,19.5
ingredient:soup_asparagus_dehydrated_and_reconstituted,3.03332850720024,2.10395472297,47.8
ingredient:soup_asparagus_prepacked_to_be_reheated,3.1369573951085004,2.0960632756,27.7
ingredient:soup_cereals_and_vegetables_dehydrated_and_reconstituted,1.0864885840762402,0.36883367997,38.9
ingredient:soup_mushrooms_dehydrated_and_reconstituted,7.272134441576239,16.627407445969997,68.6
ingredient:soup_mushrooms_prepacked_to_be_reheated,7.376233595558499,16.622740638600003,48.5
ingredient:soup_vegetables_with_cheese_prepacked_to_be_reheated,2.4789949392875,0.3592729929999999,19.7
ingredient:soup_mixed_vegetables_dehydrated_and_reconstituted,0.9043081372292402,0.31348856307,37.3
ingredient:soup_mixed_vegetables_prepacked_to_be_reheated,1.0089006950305002,0.3051994971,17.2
ingredient:soup_green_vegetables_dehydrated_and_reconstituted,2.09952537290424,1.1832561329699998,43.4
ingredient:soup_green_vegetables_prepacked_to_be_reheated,2.2040506022015,1.1751602016,23.3
ingredient:soup_lentils_prepacked_to_be_reheated,0.9032043838765,0.1694336807,16.7
ingredient:soup_leek_and_potato_dehydrated_and_reconstituted,0.7795451428836401,0.16198575617,36.5
ingredient:soup_leek_and_potato_prepacked_to_be_reheated,0.8830237744964999,0.1536630531,16.4
ingredient:soup_split_peas_prepacked_to_be_reheated,0.9032043838765,0.1694336807,16.7
ingredient:soup_chorba_frik_w_meat_and_frik,8.742481238646603,0.9002958628,34.5
ingredient:soup_fish_andor_crustacean_dehydrated_and_reconstituted,17.886328713416237,1.84931981997,151.0
ingredient:soup_fish_andor_crustacean_prepacked_to_be_reheated,17.992606618618495,1.8413717936,131.0
ingredient:soup_gazpacho_cold,0.8550235188615,0.1499835410999999,16.4
ingredient:soup_moroccan_dehydrated_and_reconstituted,8.05521392427524,0.85219804567,45.4
ingredient:soup_minestrone_dehydrated_and_reconstituted,3.24379916671624,1.85807109597,49.6
ingredient:soup_minestrone_prepacked_to_be_reheated,3.348451470828501,1.8501250016,29.5
ingredient:apricot_canned_in_light_syrup_drained,2.6126006037750003,2.0162265692,44.0
ingredient:apricot_canned_in_light_syrup_not_drained,1.5369842447940998,1.1888850810000002,25.9
ingredient:apricot_in_syrup_canned_drained,2.659166298109,2.0517096767000003,44.7
ingredient:apricot_in_syrup_canned_not_drained,1.5369842447940998,1.1888850810000002,25.9
ingredient:apricot_pitted_raw,2.9029007445826576,2.0792960687000006,19.4
ingredient:apricot_pitted_dried,6.2149047446471,10.835013007300002,33.5
ingredient:pineapple_in_pineapple_juice_and_syrup_canned_drained,3.2363080387009995,0.7903763338,45.5
ingredient:pineapple_in_pineapple_juice_and_syrup_canned_not_drained,1.9610763841151,0.481748759,27.6
ingredient:pineapple_in_light_syrup_canned_drained,3.256318673835,0.7950913403,45.9
ingredient:pineapple_in_light_syrup_canned_not_drained,1.9610763841151,0.481748759,27.6
ingredient:pineapple_pulp_raw,2.7225009619458533,0.6046210039299998,12.5
ingredient:banana_pulp_raw,1.817356510583468,0.5714947836999998,10.2
ingredient:banana_pulp_dried,4.389224411819101,24.1894977593,105.0
ingredient:cranberry_raw,3.2557139809386584,27.9371631127,20.3
ingredient:carambola_pulp_raw,1.1073280442266578,0.9544513107,6.64
ingredient:black_currant_raw,3.805401087926658,1.2440583107000005,33.7
ingredient:cherry_pitted_raw,3.488171433982658,6.7495027687,23.8
ingredient:lime_pulp_raw,1.1403707314055966,11.0166241531,6.58
ingredient:lemon_pulp_raw,1.527181943261364,12.5909107307,8.46
ingredient:lemon_zest_raw,1.89001445629193,14.6969727142,9.91
ingredient:clementine_pulp_raw,2.6040216577919297,65.94344971419999,14.0
ingredient:quince_raw,1.123071881172921,0.61722869264,6.45
ingredient:apple_compote,2.3344665615709004,0.9138357595000002,28.0
ingredient:fruits_compote_miscellaneous,2.1952213509019,1.0948605325,27.6
ingredient:fruits_compote_miscellaneous_reduced_sugar,2.1898479820834,0.776515708,26.0
ingredient:fruits_compote_miscellaneous_reduced_sugar_refrigerated,2.2313596522969004,0.7790201765,27.6
ingredient:strawberry_coulis,6.479958342471199,10.9962680124,0.0
ingredient:raspberry_coulis,6.1244245564772,4.172430351199999,0.0
ingredient:date_pulp_and_peel_dried,5.781129636483311,-17.2398421969,19.1
ingredient:fruits_dessert_all_types,2.5359874419759003,1.7743586274999998,29.1
ingredient:prickly_pear_pulp_and_seeds_raw,0.7744766527823942,1.4225256039800005,5.2
ingredient:fig_raw,1.222635084132658,8.032849794700002,8.21
ingredient:fig_dried,2.1561885284533098,22.7935609231,18.0
ingredient:strawberry_raw,1.0660380009804102,6.66450849614,8.06
ingredient:strawberry_inseason_raw,1.02223028192541,4.675887920139999,7.74
ingredient:strawberry_offseason_raw,1.1826076318114105,12.00352382914,8.93
ingredient:raspberry_raw,3.089470494765445,2.35042037272,15.2
ingredient:raspberry_frozen_raw,3.6307106627576298,2.4530551569,33.2
ingredient:passion_fruit_pulp_and_pips_raw,1.87529930147978,2.9787663956,11.2
ingredient:red_berries_raw,3.089470494765445,2.35042037272,15.2
ingredient:guava_pulp_raw,2.3790847070086576,2.9902347967000007,14.6
ingredient:pomegranate_pulp_and_pips_raw,0.9974236218509211,0.61359047464,5.59
ingredient:morello_cherry_raw,2.08093816342978,6.510653595600001,12.8
ingredient:gooseberry_raw,2.7987262898008387,3.5774169167,23.4
ingredient:red_currant_raw,3.787385033990921,1.23988303464,32.8
ingredient:persimmon_pulp_raw,1.8996186346629207,1.4697668736399998,10.1
ingredient:kiwi_fruit_pulp_and_seeds_raw,2.0027569042974,2.7318925997500005,11.7
ingredient:kumquat_without_pips_raw,1.153973071465597,10.9265311531,7.06
ingredient:lychee_pulp_raw,1.1073280442266578,0.9544513107,6.64
ingredient:fruit_cocktail_or_salad_canned_in_light_syrup_drained,2.391819478452,5.021596540799999,42.2
ingredient:fruit_cocktail_or_salad_canned_in_light_syrup_not_drained,1.4499223735120998,3.04613702,25.6
ingredient:fruit_cocktail_or_salad_canned_in_syrup_drained,2.7508852563149992,4.979749100799999,44.3
ingredient:fruit_cocktail_or_salad_canned_in_syrup_not_drained,1.4499223735120998,3.04613702,25.6
ingredient:mandarin_pulp_raw,0.9366249718175969,10.9277949901,7.45
ingredient:mango_pulp_raw,23.28420939053866,1.2123653717,154.0
ingredient:mango_pulp_raw,1.455594424698658,0.9639458517,8.95
ingredient:melon_cantaloupe_pulp_raw,1.95696873317477,1.4315387423999997,13.6
ingredient:melon_honeydew_pulp_raw,1.95696873317477,1.4315387423999997,13.6
ingredient:blackberry_raw,1.944586602111006,5.0407986223400005,9.68
ingredient:blackberry_frozen_raw,2.47043222508163,5.1375715409,26.9
ingredient:black_mulberry_raw,2.4946340131266576,6.114128410699999,11.8
ingredient:blueberry_raw,1.8432116738310056,0.35428264234,9.91
ingredient:blueberry_frozen_raw,2.3701026408116297,0.4552735008999999,27.2
ingredient:nectarine_pulp_and_peel_raw,1.22730529216778,1.7556148956000002,8.09
ingredient:orange_pulp_raw,1.3552028888798149,10.493453206400002,7.94
ingredient:pummelo_pulp_raw,1.5858761173055966,49.1904371531,9.03
ingredient:papaya_pulp_raw,1.85189254910178,1.8725501986,11.1
ingredient:watermelon_pulp_raw,1.3608754531413998,1.0692521907,9.8
ingredient:peach_canned_in_light_syrup_drained,2.755603976848,8.0317887402,46.1
ingredient:peach_canned_in_light_syrup_not_drained,1.5471485275271,4.515304774,25.9
ingredient:peach_pulp_and_peel_raw,1.181661330954921,7.71192900764,7.16
ingredient:peach_dried,7.3204846677936,67.66032439729999,255.0
ingredient:pear_canned_in_light_syrup_not_drained,1.1909043465621,0.956457687,24.8
ingredient:pear_pulp_and_peel_raw,0.7744766527823942,1.4225256039800005,5.2
ingredient:pear_peeled_raw,0.7744766527823942,1.4225256039800005,5.2
ingredient:grapefruit_yellow_pulp_raw,1.851423887081364,21.3066249937,10.5
ingredient:grapefruit_red_or_pink_pulp_raw,1.851423887081364,21.3066249937,10.5
ingredient:grapefruit_pulp_raw,1.851423887081364,21.3066249937,10.5
ingredient:apple_canada_pulp_raw,0.816471243336839,0.5424136776999999,5.68
ingredient:apple_var_golden_pulp_and_skin_raw,0.816471243336839,0.5424136776999999,5.68
ingredient:apple_pulp_and_peel_raw,0.816471243336839,0.5424136776999999,5.68
ingredient:apples_raw_without_skin_cooked_boiledcooked_in_water,2.87053359098858,0.9640291982,23.0
ingredient:apple_pulp_raw,0.816471243336839,0.5424136776999999,5.68
ingredient:apple_pulp_roastedbaked,2.849951409537312,0.9844295353,31.5
ingredient:apple_dried,3.2895327156801,2.6575431463,120.0
ingredient:greengage_plum_raw,2.0867330150666588,6.5108130107,12.9
ingredient:plum_raw,2.0687169611309217,6.506637734640001,12.0
ingredient:prune,6.21534773572106,26.211500341,41.2
ingredient:fruits_puree_without_sugar_added,2.2168605990909,1.1832587275,27.7
ingredient:grape_white_raw,1.0193111227498393,4.9239504937000005,6.69
ingredient:grape_red_raw,1.0193111227498393,4.9239504937000005,6.69
ingredient:grape_raw,1.0193111227498393,4.9239504937000005,6.69
ingredient:raisin,2.46911825843706,19.422638056,17.7
ingredient:rhubarb_stalk_raw,1.4032767435439208,0.06422256864,6.51
ingredient:rhubarb_stalk_cooked_with_sugar,3.482725147165441,0.4381651358,26.5
ingredient:fruit_salad_raw,3.2639281580301,5.475016089,20.7
ingredient:elderberry_berries_raw,1.8393674159266584,0.1647842706999999,8.61
ingredient:tamarind_mature_fruit_pulp_raw,1.0552413985164,1.2129854257,5.04
ingredient:almond,5.268665612837,30.9076373575,25.3
ingredient:almond_grilled_salted,5.268665612837,30.9076373575,25.3
ingredient:almond_peeled_unpeeled_or_blanched,5.268665612837,30.9076373575,25.3
ingredient:peanut_boiledcooked_in_water_w_salt,8.394593658316902,14.5704172975,22.7
ingredient:peanut_butter_or_peanut_paste,8.122056567644002,9.2710252299,53.2
ingredient:peanut,8.372019340597001,14.5662427725,21.2
ingredient:peanut_grilled,8.372019340597001,14.5662427725,21.2
ingredient:peanut_grilled_salted,8.372019340597001,14.5662427725,21.2
ingredient:chestnut_canned,3.8763956827981,3.192589068,40.4
ingredient:chestnut_boiledcooked_in_water,4.55940838233719,4.5552112839,29.3
ingredient:chestnut_raw,3.8826297019120095,4.9233339651,23.6
ingredient:chestnut_grilled,3.8052983038661896,4.5370023049,24.0
ingredient:seeds_chia_dried,6.984037088890378,8.2500148432,31.1
ingredient:chestnut_cream,4.4399754329796,3.3956799643000006,53.9
ingredient:chestnut_cream_vanilla_flavoured_canned,4.0113166399931,3.07186897,48.9
ingredient:cucurbitacea_seed,6.984037088890378,8.2500148432,31.1
ingredient:chestnut_flour,4.780588770826299,5.8714332164,30.0
ingredient:flaxseed_brown,7.059257734455,2.230169291,29.0
ingredient:flaxseed,7.059257734455,2.230169291,29.0
ingredient:alphalfa_seeds_raw,6.984037088890378,8.2500148432,31.1
ingredient:alfalfa_seeds_sprouted_raw,6.984037088890378,8.2500148432,31.1
ingredient:mix_of_unsalted_grainsnuts_and_dried_fruit,5.230031992726001,20.704063144800003,23.9
ingredient:mix_of_unsalted_grainsnuts_and_raisins,5.230031992726001,20.704063144800003,23.9
ingredient:mix_of_salted_grainsnuts_and_raisins,5.230031992726001,20.704063144800003,23.9
ingredient:hazelnut,9.625230552572004,11.7176105605,34.2
ingredient:hazelnut_grilled,10.010545503846002,11.8246290875,37.1
ingredient:hazelnut_grilled_salted,10.010545503846002,11.8246290875,37.1
ingredient:cashew_nut_grilled_salted,7.123258374437,14.874476801499998,26.4
ingredient:coconut_immature_kernel_fresh,4.825914452107378,12.4064609282,24.0
ingredient:coconut_ripe_kernel_fresh,4.825914452107378,12.4064609282,24.0
ingredient:coconut_kernel_dried,4.825914452107378,12.4064609282,24.0
ingredient:macadamia_nut,7.315418870297,8.946424872499998,41.6
ingredient:macadamia_nut_grilled_salted,7.315418870297,8.946424872499998,41.6
ingredient:pecan_nut,7.315418870297,8.946424872499998,41.6
ingredient:pecan_nut_salted,7.315418870297,8.946424872499998,41.6
ingredient:brazil_nut,14.768636038757,17.513286538499997,22.8
ingredient:walnut_fresh,8.227232266659,9.085267088,48.0
ingredient:walnut_dried_husked,8.227232266659,9.085267088,48.0
ingredient:almond_paste_or_marzipan_prepacked,4.354703598215,17.141009747600002,31.5
ingredient:pine_nuts,8.372019340597001,14.5662427725,21.2
ingredient:pistachio_nut_grilled,14.431826128307382,15.084373288200002,29.7
ingredient:pistachio_nut_grilled_salted,14.431826128307382,15.084373288200002,29.7
ingredient:sesame_seed,4.88546763534619,1.5590761468999998,22.5
ingredient:sesame_seed_husked,10.407565732017382,3.1283203812,45.2
ingredient:sesame_seed_grilled_husked,10.407565732017382,3.1283203812,45.2
ingredient:soybean_whole_grain,2.4957846279342,0.2754264054799999,11.0
ingredient:tahini,5.6989968153506,1.5146365409000002,33.7
ingredient:sunflower_seed,5.8254228197990985,1.0370359969999998,23.8
ingredient:sunflower_seed_grilled_salted,5.8254228197990985,1.0370359969999998,23.8
ingredient:artichoke_canned_drained,4.043099638605,0.3183837187999999,24.6
ingredient:artichoke_heart_canned_drained,4.043099638605,0.3183837187999999,24.6
ingredient:artichoke_globe_raw,5.11187820720158,0.1748345828,16.1
ingredient:artichoke_globe_cooked,4.12694839824818,0.454377508,30.0
ingredient:artichoke_base_canned_drained,4.33783084629,0.350062542,27.3
ingredient:artichoke_base_frozen_raw,2.814826482502999,0.2033743502999999,23.9
ingredient:asparagus_canned_drained,4.2554413697190006,4.1370996163,29.2
ingredient:asparagus_white_or_purple_peeled_raw,3.27839539679228,4.359813397600001,18.6
ingredient:asparagus_boiledcooked_in_water,5.712002588193889,5.428077408299999,39.7
ingredient:asparagus_peeled_raw,3.0095950176447803,4.355572067100001,18.5
ingredient:asparagus_green_raw,3.27839539679228,4.359813397600001,18.6
ingredient:eggplant_raw,0.9439486490736528,0.5508814431,7.41
ingredient:eggplant_cooked,2.3202799958096407,0.8206037853000001,20.4
ingredient:avocado_pulp_raw,3.1052367580834668,23.6686078367,14.1
ingredient:bamboo_shoots_raw,2.264573052962986,3.259902642,13.7
ingredient:bamboo_shoots_canned_drained,3.970341225648,3.1923924215,29.3
ingredient:plantain_banana_raw,1.5186840902696526,5.6298909077,8.4
ingredient:swiss_chard_raw,1.1619481802284,0.316032394,9.21
ingredient:swiss_chard_cooked,2.902424339691,0.6367654089999999,26.6
ingredient:beetroot_raw,0.8148872871434978,0.3840947346,4.85
ingredient:beetroot_cooked,2.3095026699592007,0.6873474778,18.7
ingredient:broccoli_raw,1.90173879531471,1.0078657427,10.9
ingredient:broccoli_cooked,3.32892488739318,1.2807688409999998,24.3
ingredient:broccoli_puree,3.10832289847731,1.2309504547,22.6
ingredient:broccoli_frozen_raw,2.115180268329999,1.0073290203,22.9
ingredient:broccoli_frozen_cooked,2.758714077316,1.2143192539999998,31.0
ingredient:cardoon_raw,1.48421972912534,0.0829450927,10.5
ingredient:cardoon_cooked,3.2799375703497105,0.363500097,28.2
ingredient:carrot_canned_drained,2.5116918338819,0.5342305788999999,22.5
ingredient:carrot_raw,0.7922780875744979,0.3616901745999999,5.53
ingredient:carrot_cooked,2.68059848608759,0.7446528945,21.9
ingredient:carrots_puree,1.9479064674577324,0.6321796390000001,18.4
ingredient:carrot_frozen_raw,1.226417359216,0.4318837583,19.7
ingredient:carrot_frozen_cooked,1.719674060482,0.542125529,27.1
ingredient:grated_carrots,2.718342256300899,1.2405903101999998,28.8
ingredient:celery_stalk_canned_drained,3.2335526357759,0.6208575339000001,26.2
ingredient:celery_stalk_raw,1.4311680858031368,0.45642691154,9.27
ingredient:celery_stalk_cooked,2.9475498789282404,0.7514177295000001,23.1
ingredient:celeriac_raw,0.9884973256016528,0.4123981346999999,6.31
ingredient:celeriac_cooked,2.68059848608759,0.7446528945,21.9
ingredient:celeriac_puree,1.9280392889606324,0.6284891062000001,17.0
ingredient:morel_raw,12.34579249637234,56.1903227587,79.6
ingredient:red_endive_raw,1.1415675362323403,0.4772783787,11.6
ingredient:green_endive_raw,1.1415675362323403,0.4772783787,11.6
ingredient:white_cabbage_raw,1.5242351512651997,0.4998076096,9.41
ingredient:chinese_cabbage_cooked,3.2047463113901307,0.3454284574,24.2
ingredient:chinese_cabbage_raw,1.695449782808286,0.0738597176,7.76
ingredient:brussels_sprout_canned_drained,2.6021279088959,0.2535022749,20.8
ingredient:brussels_sprout_raw,1.124835564389509,0.0600448068,6.73
ingredient:brussels_sprout_cooked,2.7380431661051703,0.3049723714,20.9
ingredient:brussels_sprout_frozen_raw,1.5662072827880005,0.1568321673,20.3
ingredient:brussels_sprout_frozen_cooked,2.116393609972,0.220830064,27.9
ingredient:curly_kale_raw,1.426662497125986,0.069622976,7.67
ingredient:curly_kale_cooked,3.1927282284190297,0.3442476266,23.5
ingredient:romanesco_cauliflower_or_romanesco_broccoli_raw,1.44162405553771,0.0730838867,8.41
ingredient:red_cabbage_boiledcooked_in_water,3.3591256920921304,0.7967223654,26.4
ingredient:red_cabbage_raw,1.8102462866115865,0.4569282994,9.58
ingredient:green_cabbage_raw,1.695449782808286,0.0738597176,7.76
ingredient:green_cabbage_boiledcooked_in_water,3.2047463113901307,0.3454284574,24.2
ingredient:cauliflower_raw,1.44162405553771,0.0730838867,8.41
ingredient:cauliflower_cooked,2.85097373889218,0.310091409,21.7
ingredient:cauliflower_frozen_raw,1.6990414841510002,0.1618188303,20.7
ingredient:cauliflower_frozen_cooked,2.272581329641,0.226655123,28.3
ingredient:kohlrabi_boiledcooked_in_water,3.1792035014762403,0.3411193111,22.8
ingredient:turnip_cabbage_raw,0.9889731454444,0.4129063778999999,6.33
ingredient:pumpkin_pulp_raw,1.277327506013986,0.629674035,8.96
ingredient:palm_heart_canned_drained,3.8801142617360007,3.1861179581000005,28.5
ingredient:cucumber_pulp_and_peel_raw,1.0244515959188394,0.3321228277,7.85
ingredient:cucumber_pulp_raw,1.0244515959188394,0.3321228277,7.85
ingredient:squash_butternut_pulp_raw,1.2773277985562,0.6303618026,8.96
ingredient:sweet_green_hokkaido_squash_pulp_raw,1.2227626366051998,0.6286624096,8.57
ingredient:squash_melonnette_jaspee_from_vendee_pulp_raw,1.2773277985562,0.6303618026,8.96
ingredient:pumpkin_pulp_raw,1.222762344062986,0.627974642,8.57
ingredient:squash_spaghetti_pulp_raw,1.2773277985562,0.6303618026,8.96
ingredient:squash_spaghetti_pulp_cooked,3.0188352150436004,1.0002518598,25.0
ingredient:squash_all_types_raw,1.2773277985562,0.6303618026,8.96
ingredient:courgette_or_zucchini_pulp_and_peel_raw,0.9968445126631428,0.5508846735999999,7.41
ingredient:courgette_or_zucchini_pulp_and_peel_cooked,2.52361340840565,0.8841595968,21.7
ingredient:courgette_or_zucchini_pulp_and_peel_frozen_raw,1.40309883782,0.6012577583,21.0
ingredient:courgettes_puree,2.4160759985225058,0.8813517383,20.8
ingredient:garden_cress_raw,1.7363995411852895,0.6397605685999999,15.6
ingredient:watercress_raw,1.7632740731417,0.4247659226,12.3
ingredient:chinese_or_japanese_artichokes_frozen_raw,1.0809523333234998,0.4220085502,15.6
ingredient:shallot_raw,0.7873146104168168,0.5287248811999998,5.6
ingredient:shallot_cooked,2.3015324461934004,0.8587337517999999,19.9
ingredient:chicory_raw,1.7222960624623405,0.1677896886999999,21.7
ingredient:spinach_canned_drained,2.1936838886859,0.4132215609999999,18.8
ingredient:spinach_raw,0.84509021300721,0.25886373204,7.56
ingredient:spinach_cooked,2.2790939438340003,0.524672833,22.2
ingredient:spinach_young_leaves_raw,0.84509021300721,0.25886373204,7.56
ingredient:spinach_puree,2.1660423018640005,0.5205044787,21.2
ingredient:spinach_frozen_raw,1.262249665466,0.3270525381999999,19.1
ingredient:spinach_frozen_cooked,1.761302820048,0.420658761,26.5
ingredient:fennel_boiledcooked_in_water,3.904571680361029,1.9908447046,28.5
ingredient:fennel_raw,2.036289607394986,1.479226234,12.0
ingredient:leeks_fondue_or_slowsimmered_leeks,5.333419330623,0.7675576764,40.0
ingredient:okra_cooked_without_salt,4.069552209223951,1.9956379094,30.0
ingredient:butter_bean_or_yellow_bean_canned_drained,2.8288472933589004,1.3417931831,23.3
ingredient:butter_bean_or_yellow_bean_raw,1.08797235437645,1.2204381821,6.67
ingredient:butter_bean_or_yellow_bean_frozen_raw,1.384641086591,1.2007742203000005,19.3
ingredient:lima_bean_raw,1.6340013804312408,0.0787240001,7.93
ingredient:mung_bean_sprouted_or_soy_spouts_canned_drained,3.910086363455,0.3338501885,25.5
ingredient:mung_bean_sprouted_or_soy_spouts_raw,1.6340013804312408,0.0787240001,7.93
ingredient:flat_bean_raw,1.08797235437645,1.2204381821,6.67
ingredient:french_bean_raw,14.16560565345626,1.2264563905999997,94.7
ingredient:french_bean_canned_drained,2.8004661149549004,1.3795890423,23.2
ingredient:french_bean_raw,0.8933825892542601,1.0752929135999998,6.77
ingredient:french_bean_cooked,2.4074257581862404,1.5008434012,20.2
ingredient:french_bean_frozen_raw,1.536124861286,1.2269311873000002,28.4
ingredient:french_bean_frozen_cooked,2.0722178816359995,1.469161022,36.7
ingredient:french_bean_puree,2.278514146362109,1.4971710708,18.9
ingredient:thinlyshredded_or_diced_vegetables_frozen_raw,1.3727201985170003,0.5674011466999999,20.6
ingredient:iceberg_lettuce_raw,1.9126360950452896,0.6748258486,14.4
ingredient:cos_or_romaine_lettuce_raw,1.7363995411852895,0.6397605685999999,15.6
ingredient:lettuce_raw,1.7363995411852895,0.6397605685999999,15.6
ingredient:vegetables_mashed,2.4945628654620005,0.6583174615999999,29.0
ingredient:mixed_vegetables_for_couscous_cooked,2.101686817996,0.5836934555000001,28.8
ingredient:mixed_vegetables_for_couscous_frozen_raw,1.398235326486,0.4648521792999999,21.5
ingredient:mixed_vegetables_for_soups_frozen_raw,2.974547769171999,8.627057876300002,29.5
ingredient:mixed_vegetables_for_ratatouille_frozen,1.420809644206,0.4690267039999999,23.1
ingredient:mixed_vegetables_frozen_raw,2.974547769171999,8.627057876300002,29.5
ingredient:diced_mixed_vegetables_canned_drained,2.263464935582,0.6388964009,18.3
ingredient:mixed_diced_vegetables_frozen,1.494281979761,0.681370276,22.0
ingredient:lambs_lettuce_raw,1.7363995411852895,0.6397605685999999,15.6
ingredient:sweet_corn_canned_drained,2.78683204302,0.875934689,18.5
ingredient:sweet_corn_on_the_cob_cooked,3.612544031629,1.1819662797,23.6
ingredient:sweet_corn_on_the_cob_frozen_raw,1.983382642938,0.811057136,21.1
ingredient:sweet_corn_frozen_raw,1.7041812678159998,0.6729780157999999,20.4
ingredient:mesclun_or_salads_mix_of_baby_leaves,2.05490125704368,0.6729553607,29.3
ingredient:turnip_cooked,2.3041295436175,0.6631696163,19.8
ingredient:turnip_peeled_raw,0.7923282243607999,0.3620338563,5.53
ingredient:turnip_frozen_raw,1.2264366361240002,0.4322819761,19.7
ingredient:onion_raw,0.84162359846304,0.7355975254999999,5.79
ingredient:onion_cooked,2.3632673728084,1.1029852428,20.1
ingredient:onion_dried,7.128180541547401,8.288564296000002,319.0
ingredient:onion_frozen_raw,1.6352630329629998,1.2386164933000003,22.1
ingredient:sorrel_raw,1.1417606729404,0.4793883339999999,11.6
ingredient:parsnip_raw,0.9884973256016528,0.4123981346999999,6.31
ingredient:parsnip_cooked,2.68059848608759,0.7446528945,21.9
ingredient:garden_peas_and_carrots_canned_drained,2.3875636472109,0.6190480508999999,20.2
ingredient:garden_peas_and_carrots_frozen_raw,1.670737507972,0.6867328222999999,29.2
ingredient:garden_peas_and_carrots_frozen_cooked,1.821080737613,0.675304284,31.8
ingredient:garden_peas_canned_drained,2.7712979183522,0.9158770352,20.7
ingredient:garden_peas_raw,1.40366146355271,0.1856917075999999,6.95
ingredient:garden_peas_cooked,2.8802932643102,0.4288590078,20.1
ingredient:green_peas_puree,2.732120213322496,0.4170997329499999,17.2
ingredient:garden_peas_frozen_raw,1.618556928872,0.6592071223,20.1
ingredient:garden_peas_frozen_cooked,2.1788238325290004,0.8076683229999999,27.7
ingredient:chili_pepper_raw,1.4304153707984602,0.2926665989,17.1
ingredient:dandelion_raw,1.7363995411852895,0.6397605685999999,15.6
ingredient:leek_raw,1.22266032343319,0.3477153831,7.95
ingredient:leek_cooked,2.95364248003824,0.6690951531,23.8
ingredient:leek_frozen_raw,1.5248837119199998,0.4157757103,21.4
ingredient:snow_pea_boiledcooked_in_water,3.7637061566860703,0.5370281146,24.7
ingredient:snow_pea_raw,1.91630893862642,0.2346566729999999,8.74
ingredient:snow_pea_cooked,3.7637061566860703,0.5370281146,24.7
ingredient:sweet_pepper_yellow_raw,1.4304932249973998,0.2935105777,17.1
ingredient:sweet_pepper_red_canned_drained,2.5897649953339004,0.4235462679999999,27.9
ingredient:sweet_pepper_red_raw,1.4304932249973998,0.2935105777,17.1
ingredient:sweet_pepper_red_cooked,3.196272545678001,0.606766508,34.5
ingredient:sweet_pepper_green_raw,1.4304932249973998,0.2935105777,17.1
ingredient:sweet_pepper_green_cooked,3.196272545678001,0.606766508,34.5
ingredient:sweet_pepper_green_yellow_or_red_raw,1.4304932249973998,0.2935105777,17.1
